0037.001.0004,2880.65,1,2880.65,2880.65
0037.001.0005,16250,5,3250,3250
0037.001.0006,11300,2,5650,5650
0037.001.0007,6500,2,3250,3250
0037.001.0008,3250,1,3250,3250
0037.001.0009,5650,1,5650,5650
0037.001.0010,6500,2,3250,3250
0037.001.0011,9400,8,1175,1175
0037.001.0012,8225,7,1175,1175
0037.001.0013,4950,3,1650,1650
0037.001.0014,985,1,985,985
0037.001.0015,3525,3,1175,1175
0037.001.0016,10240,8,1280,1280
0037.001.0017,1320,1,1320,1320
0037.001.0018,3960,3,1320,1320
0037.001.0019,1650,1,1650,1650
0037.001.0020,9750,5,1950,1950
0037.001.0021,3900,2,1950,1950
0037.001.0022,9750,5,1950,1950
0037.001.0023,1550,1,1550,1550
0037.001.0024,1765,1,1765,1765
0037.001.0025,7500,30,250,250
0037.001.0026,9720,36,270,270
0037.001.0027,9800,40,245,245
0037.001.0028,17875,65,275,275
0037.001.0029,2250,5,450,450
0037.001.0030,920,2,460,460
0037.001.0031,320,1,320,320
0037.001.0032,100,2,50,50
0037.001.0033,20166.25,7,2880.89285714286,2880.89285714286
0037.001.0034,110,1,110,110
0037.001.0035,304,4,76,76
0037.001.0036,255,3,85,85
0037.001.0037,625,5,125,125
0037.001.0038,1960,8,245,245
0037.001.0039,3145,17,185,185
0037.001.0040,10710,51,210,210
0037.001.0041,1375,5,275,275
0037.001.0042,6860,28,245,245
0037.001.0043,500,2,250,250
0037.001.0044,1080,4,270,270
0037.001.0045,125,1,125,125
0037.001.0046,750,6,125,125
0037.001.0047,810,3,270,270
0037.001.0048,0,0,0,0
0037.001.0049,,,0,0
0037.001.0050,85,1,85,85
0037.001.0051,,,0,0
0037.001.0052,2961,3,987,987
0037.001.0053,20727,21,987,987
0037.001.0054,20727,21,987,987
0037.001.0055,4410,21,210,210
0037.001.0056,893,1,893,893
0037.001.0057,86814.75,3,28938.25,28938.25
0037.001.0058,31738.15,2,15869.075,15869.075
2002.004.0001,,,0,0
Bonded Coil,,,0,0
Bonded Coil,,,0,0
2005.009.0001,,,0,0
2005.009.0002,,,0,0
Total - Bonded Coil,0,0,0,0
Cable Shoe,,,0,0
Cable Shoe,,,0,0
2005.001.0001,0,0,0,0
2005.001.0002,167.69,25,6.7076,6.7076
2005.001.0003,39.66,5,7.932,7.932
2005.001.0004,537.94,55,9.78072727272727,9.78072727272727
2005.001.0005,619.03,39,15.8725641025641,15.8725641025641
2005.001.0006,348.17,19,18.3247368421053,18.3247368421053
2005.001.0007,,,0,0
2005.001.0008,,,0,0
2005.001.0018,,,0,0
2005.001.0019,445.4,56,7.95357142857143,7.95357142857143
2005.001.0020,95.2,13,7.32307692307692,7.32307692307692
2005.001.0021,651.08,82,7.94,7.94
2005.001.0022,423.36,33,12.8290909090909,12.8290909090909
2005.001.0023,,,0,0
Total - Cable Shoe,3327.53,327,10.1759327217125,10.1759327217125
Coaxial,,,0,0
Coaxial,,,0,0
2002.001.0001,,,0,0
Total - Coaxial,0,0,0,0
Phone,,,0,0
Phone,,,0,0
2002.002.0001,,,0,0
Total - Phone,0,0,0,0
Ties,,,0,0
Ties,,,0,0
2005.005.0001,,,0,0
2005.005.0002,,,0,0
2005.005.0003,,,0,0
2005.005.0004,,,0,0
2005.005.0005,,,0,0
2005.005.0006,,,0,0
2005.005.0007,,,0,0
Total - Ties,0,0,0,0
Wall Grip,,,0,0
Wall Grip,,,0,0
2005.002.0001,,,0,0
2005.002.0002,,,0,0
Total - Wall Grip,0,0,0,0
Total - Cable,409530.78,795,515.133056603774,515.133056603774
Cable System,,,0,0
Cable System,,,0,0
0068.001.0001,86470.5,50,1729.41,1729.41
0068.001.0002,337234.1,260,1297.05423076923,1297.05423076923
Total - Cable System,423704.6,310,1366.78903225806,1366.78903225806
Circuit Bkr,,,0,0
Circuit Bkr,,,0,0
MCB,,,0,0
MCB,,,0,0
2004.001.0001,0,0,0,0
2004.001.0002,,,0,0
2004.001.0003,0,0,0,0
2004.001.0004,0,0,0,0
2004.001.0006,,,0,0
2004.001.0007,,,0,0
2004.001.0008,,,0,0
2004.001.0009,,,0,0
2004.001.0010,7844.2,12,653.683333333333,653.683333333333
2004.001.0011,12218.75,12,1018.22916666667,1018.22916666667
2004.001.0012,21033.05,20,1051.6525,1051.6525
2004.001.0013,20800,26,800,800
2004.001.0014,1300,1,1300,1300
Total - MCB,63196,71,890.084507042254,890.084507042254
MPCB,,,0,0
MPCB,,,0,0
2004.002.0003,,,0,0
2004.002.0004,,,0,0
Total - MPCB,0,0,0,0
SF6,,,0,0
SF6,,,0,0
0030.001.0001,181721.5,30.6,5938.61111111111,5938.61111111111
0030.001.0002,5620,1,5620,5620
0030.001.0003,4890,1,4890,4890
0030.001.0004,325,1,325,325
0030.001.0005,122622.7,5,24524.54,24524.54
0030.001.0006,194798.04,12,16233.17,16233.17
0030.001.0007,378,1,378,378
0030.001.0008,64231.95,1,64231.95,64231.95
0030.001.0009,1066263.8,1,1066263.8,1066263.8
0030.001.0010,17714,2,8857,8857
0030.001.0011,82944,16,5184,5184
0030.001.0012,15552,3,5184,5184
0030.001.0013,5184,1,5184,5184
0030.001.0014,10368,2,5184,5184
0030.001.0015,5184,1,5184,5184
0030.001.0016,5184,1,5184,5184
0030.001.0017,5184,1,5184,5184
0030.001.0018,0,0,0,0
Total - SF6,1788164.99,80.6,22185.6698511166,22185.6698511166
Total - Circuit Bkr,1851360.99,151.6,12212.1437335092,12212.1437335092
Cleaning,,,0,0
Cleaning,,,0,0
Agent,,,0,0
Agent,,,0,0
1012.001.0005,5731.72,13,440.901538461539,440.901538461539
Total - Agent,5731.72,13,440.901538461539,440.901538461539
Equip,,,0,0
Total - Cleaning,5731.72,13,440.901538461539,440.901538461539
Compressed Air,,,0,0
Compressed Air,,,0,0
0094.001.0001,6088.66,1,6088.66,6088.66
0094.001.0002,5361.8,3,1787.26666666667,1787.26666666667
0094.001.0003,6326.55,2,3163.275,3163.275
0094.001.0004,5859.05,4,1464.7625,1464.7625
0094.001.0005,2930.8,1,2930.8,2930.8
0094.001.0006,16746.6,1,16746.6,16746.6
0094.001.0007,14653.15,1,14653.15,14653.15
0094.001.0008,37290,2,18645,18645
0094.001.0009,3328.98,1,3328.98,3328.98
0094.001.0010,363.8,2,181.9,181.9
0094.001.0011,732.7,1,732.7,732.7
0094.001.0012,0,0,0,0
0094.001.0013,3640.55,1,3640.55,3640.55
0094.001.0014,0,0,0,0
0094.001.0015,,,0,0
0094.001.0016,25815.35,2,12907.675,12907.675
0094.001.0017,27138.8,2,13569.4,13569.4
0094.001.0018,1985.6,1,1985.6,1985.6
0094.001.0019,1985.6,2,992.8,992.8
0094.001.0020,2118.2,4,529.55,529.55
0094.001.0021,25295.15,1,25295.15,25295.15
0094.001.0022,4143.75,2,2071.875,2071.875
0094.001.0023,,,0,0
0094.001.0024,,,0,0
0094.001.0025,0,0,0,0
0094.001.0026,0,0,0,0
0094.001.0027,14034.6,2,7017.3,7017.3
0094.001.0028,,,0,0
0094.001.0029,,,0,0
0094.001.0030,,,0,0
Total - Compressed Air,205839.69,36,5717.76916666667,5717.76916666667
Computer,,,0,0
Computer,,,0,0
0057.001.0001,155777.3,1,155777.3,155777.3
0057.001.0002,2075835.48,3,691945.16,691945.16
0057.001.0003,581815.54,3,193938.513333333,193938.513333333
0057.001.0004,8000,1,8000,8000
0057.001.0005,48985.5,3,16328.5,16328.5
0057.001.0006,9000,1,9000,9000
0057.001.0007,1732910,3,577636.666666667,577636.666666667
0057.001.0008,9000,1,9000,9000
0057.001.0009,601804.6,3,200601.533333333,200601.533333333
0057.001.0010,1039986.5,3,346662.166666667,346662.166666667
0057.001.0011,885,1,885,885
0057.001.0012,1305,1,1305,1305
0057.001.0013,1507,1,1507,1507
0057.001.0014,3900,4,975,975
0057.001.0015,,,0,0
0057.001.0016,,,0,0
0057.001.0017,,,0,0
0057.001.0018,149688.82,3,49896.2733333333,49896.2733333333
0057.001.0019,150,1,150,150
0057.001.0020,14880,4,3720,3720
0057.001.0021,237831.7,5,47566.34,47566.34
0057.001.0022,336458.9,20,16822.945,16822.945
0057.001.0023,19857.7,5,3971.54,3971.54
0057.001.0024,0,0,0,0
0057.001.0025,21837.35,1,21837.35,21837.35
0057.001.0026,4633.35,10,463.335,463.335
0057.001.0027,847.45,4,211.8625,211.8625
0057.001.0028,1020770.7,16,63798.16875,63798.16875
0057.001.0029,401603.55,4,100400.8875,100400.8875
0057.001.0030,,,0,0
0057.001.0031,1102960,2,551480,551480
0057.001.0032,75409.45,5,15081.89,15081.89
0057.001.0033,354020.75,3,118006.916666667,118006.916666667
0057.001.0034,1156711.47,1,1156711.47,1156711.47
0057.001.0035,0.85,1,0.85,0.85
0057.001.0036,3411615.94,3,1137205.31333333,1137205.31333333
0057.001.0037,0.85,1,0.85,0.85
0057.001.0038,55897.7,1,55897.7,55897.7
0057.001.0039,,,0,0
0057.001.0040,309112.7,1,309112.7,309112.7
0057.001.0042,174409.19,1,174409.19,174409.19
0057.001.0043,1890073.7,2,945036.85,945036.85
0057.001.0044,0,0,0,0
0057.001.0045,0,0,0,0
0057.001.0046,57600,2,28800,28800
0057.001.0047,629996.4,6,104999.4,104999.4
0057.001.0048,653846.4,6,108974.4,108974.4
0057.001.0049,0,0,0,0
0057.001.0050,34279.98,4,8569.995,8569.995
0057.001.0051,85699.95,10,8569.995,8569.995
0057.001.0052,17882.36,2,8941.18,8941.18
0057.001.0053,8941.18,1,8941.18,8941.18
0057.001.0054,61103.52,7,8729.07428571429,8729.07428571429
0057.001.0055,44705.9,5,8941.18,8941.18
0057.001.0056,84177.72,11,7652.52,7652.52
0057.001.0057,136652.16,4,34163.04,34163.04
0057.001.0058,134629.02,3,44876.34,44876.34
0057.001.0059,81988.1,10,8198.81,8198.81
Total - Computer,19040986.73,194,98149.4161340206,98149.4161340206
Control Panel,,,0,0
Control Panel,,,0,0
0048.001.0001,6440,7,920,920
0048.001.0002,14720,16,920,920
0048.001.0003,6440,7,920,920
0048.001.0004,1840,2,920,920
0048.001.0005,0,0,0,0
0048.001.0006,3825,1,3825,3825
0048.001.0007,12695.6,2,6347.8,6347.8
0048.001.0008,0,0,0,0
0048.001.0009,192224.1,12,16018.675,16018.675
0048.001.0010,25815.35,3,8605.11666666667,8605.11666666667
0048.001.0011,7757.95,2,3878.975,3878.975
0048.001.0012,12377.7,1,12377.7,12377.7
0048.001.0013,0,0,0,0
0048.001.0014,37935.5,1,37935.5,37935.5
0048.001.0015,24219.9,1,24219.9,24219.9
0048.001.0016,7500,2,3750,3750
0048.001.0017,,,0,0
0048.001.0018,0,0,0,0
0048.001.0019,3750,1,3750,3750
0048.001.0020,4095.3,1,4095.3,4095.3
0048.001.0021,3750,1,3750,3750
0048.001.0022,1350,1,1350,1350
0048.001.0023,19125,5,3825,3825
0048.001.0024,3750,5,750,750
0048.001.0025,1570,2,785,785
0048.001.0026,825,1,825,825
0048.001.0027,66770,307,217.491856677524,217.491856677524
0048.001.0028,4375,7,625,625
0048.001.0029,14416.85,3,4805.61666666667,4805.61666666667
0048.001.0030,2170.9,2,1085.45,1085.45
0048.001.0031,4673.3,1,4673.3,4673.3
0048.001.0032,2672.4,1,2672.4,2672.4
0048.001.0033,0,0,0,0
0048.001.0034,4247.45,1,4247.45,4247.45
0048.001.0035,85,1,85,85
0048.001.0036,44359.19,7,6337.02714285714,6337.02714285714
0048.001.0037,50664.66,8,6333.0825,6333.0825
0048.001.0038,50664.66,8,6333.0825,6333.0825
0048.001.0039,31748.25,5,6349.65,6349.65
0048.001.0040,44359.19,7,6337.02714285714,6337.02714285714
0048.001.0041,50664.66,8,6333.0825,6333.0825
0048.001.0042,30654.81,7,4379.25857142857,4379.25857142857
0048.001.0043,25059.78,6,4176.63,4176.63
0048.001.0044,20907.4,5,4181.48,4181.48
0048.001.0045,30654.73,7,4379.24714285714,4379.24714285714
0048.001.0046,25088.88,6,4181.48,4181.48
0048.001.0047,136155.6,12,11346.3,11346.3
0048.001.0048,45385.2,4,11346.3,11346.3
0048.001.0049,66186.75,5,13237.35,13237.35
0048.001.0050,132373.5,10,13237.35,13237.35
0048.001.0051,214319,10,21431.9,21431.9
0048.001.0052,214319,10,21431.9,21431.9
0048.001.0053,110941.6,4,27735.4,27735.4
0048.001.0054,157587.5,5,31517.5,31517.5
0048.001.0055,232375,4,58093.75,58093.75
Total - Control Panel,2205886.66,535,4123.15263551402,4123.15263551402
Cooling Water,,,0,0
Cooling Water,,,0,0
0093.001.0001,138187.53,3,46062.51,46062.51
0093.001.0002,3742.27,2,1871.135,1871.135
0093.001.0003,2601,4,650.25,650.25
0093.001.0004,5122.1,5,1024.42,1024.42
0093.001.0005,7879.5,6,1313.25,1313.25
0093.001.0006,24708,3,8236,8236
0093.001.0007,25674.66,3,8558.22,8558.22
0093.001.0008,67648.08,11,6149.82545454545,6149.82545454545
0093.001.0009,36479.75,8,4559.96875,4559.96875
0093.001.0010,793.05,1,793.05,793.05
0093.001.0011,0,0,0,0
0093.001.0012,33095.36,2,16547.68,16547.68
0093.001.0013,1455.2,1,1455.2,1455.2
0093.001.0014,54043.85,1,54043.85,54043.85
0093.001.0015,3520,4,880,880
0093.001.0016,2454.37,4,613.5925,613.5925
0093.001.0017,,,0,0
0093.001.0018,24400,21,1161.90476190476,1161.90476190476
0093.001.0019,0,0,0,0
0093.001.0020,,,0,0
0093.001.0021,768.4,1,768.4,768.4
0093.001.0022,0,0,0,0
0093.001.0023,,,0,0
0093.001.0024,745.87,1,745.87,745.87
0093.001.0025,5264.05,1,5264.05,5264.05
0093.001.0026,3458.65,2,1729.325,1729.325
0093.001.0027,3820,1,3820,3820
0093.001.0028,117624.7,1,117624.7,117624.7
0093.001.0029,19205.75,1,19205.75,19205.75
0093.001.0030,5200,4,1300,1300
0093.001.0031,8785,1,8785,8785
0093.001.0032,32205,1,32205,32205
0093.001.0033,0,0,0,0
0093.001.0034,0,0,0,0
0093.001.0035,52884,6,8814,8814
0093.001.0036,0,0,0,0
0093.001.0037,0,0,0,0
0093.001.0038,18402.62,1,18402.62,18402.62
0093.001.0039,27685,1,27685,27685
0093.001.0040,11526,1,11526,11526
0093.001.0041,1302288,1,1302288,1302288
0093.001.0042,22793.01,3,7597.67,7597.67
0093.001.0043,34031.96,4,8507.99,8507.99
0093.001.0044,24504.34,2,12252.17,12252.17
0093.001.0045,141544.26,2,70772.13,70772.13
0093.001.0046,23880.99,3,7960.33,7960.33
0093.001.0047,22050.54,3,7350.18,7350.18
0093.001.0048,46648.42,2,23324.21,23324.21
0093.001.0049,25454.13,3,8484.71,8484.71
0093.001.0050,71190,3,23730,23730
0093.001.0051,38420,1,38420,38420
0093.001.0052,67419.08,2,33709.54,33709.54
0093.001.0053,,,0,0
Total - Cooling Water,2559604.49,131,19538.9655725191,19538.9655725191
Crane,,,0,0
Crane,,,0,0
0127.001.0001,6104.7,6,1017.45,1017.45
0127.001.0002,2034.9,2,1017.45,1017.45
0127.001.0003,4182.85,2,2091.425,2091.425
0127.001.0004,2867.9,4,716.975,716.975
0127.001.0005,5300,1,5300,5300
0127.001.0006,30237.05,2,15118.525,15118.525
Total - Crane,50727.4,17,2983.96470588235,2983.96470588235
DC Supply,,,0,0
DC Supply,,,0,0
0097.001.0001,1248202.6,2,624101.3,624101.3
0097.001.0002,7800,8,975,975
0097.001.0003,419.05,1,419.05,419.05
0097.001.0004,103143.04,4,25785.76,25785.76
0097.001.0005,17000,10,1700,1700
0097.001.0006,13600,8,1700,1700
0097.002.0001,6200,1,6200,6200
0097.002.0002,,,0,0
0097.003.0001,,,0,0
0097.003.0002,0,0,0,0
0097.003.0011,22527.04,2,11263.52,11263.52
0097.003.0012,24830.94,2,12415.47,12415.47
0097.003.0013,476651.62,2,238325.81,238325.81
0097.003.0014,481771.4,2,240885.7,240885.7
Total - DC Supply,2402145.69,42,57193.945,57193.945
Disconnectors,,,0,0
Disconnectors,,,0,0
0040.001.0001,7200,1,7200,7200
0040.001.0002,6721.8,1,6721.8,6721.8
0040.001.0003,892,1,892,892
0040.001.0004,0,0,0,0
0040.001.0005,1570,2,785,785
0040.001.0006,3140,4,785,785
0040.001.0007,700,2,350,350
0040.001.0008,375,1,375,375
0040.001.0009,375,1,375,375
0040.001.0010,340,1,340,340
0040.001.0011,245,1,245,245
0040.001.0012,350,1,350,350
Total - Disconnectors,21908.8,16,1369.3,1369.3
Drainage,,,0,0
Drainage,,,0,0
0092.001.0001,16635,3,5545,5545
0092.001.0002,10170,4,2542.5,2542.5
Total - Drainage,26805,7,3829.28571428571,3829.28571428571
Earth-Connector,,,0,0
Earth-Connector,,,0,0
0041.001.0001,225,1,225,225
0041.001.0002,235,1,235,235
0041.001.0003,1590,6,265,265
Total - Earth-Connector,2050,8,256.25,256.25
Earthing,,,0,0
Earthing,,,0,0
0042.001.0001,8250,50,165,165
0042.001.0002,8085,49,165,165
0042.001.0003,3052.5,18.5,165,165
0042.001.0004,1567.5,9.5,165,165
0042.001.0005,,,0,0
Total - Earthing,20955,127,165,165
Enclosure,,,0,0
Enclosure,,,0,0
Box,,,0,0
Box,,,0,0
2007.001.0001,,,0,0
Total - Box,0,0,0,0
Panel Board,,,0,0
Panel Board,,,0,0
2007.002.0001,0,0,0,0
2007.002.0002,5862.22,15,390.814666666667,390.814666666667
Total - Panel Board,5862.22,15,390.814666666667,390.814666666667
Total - Enclosure,5862.22,15,390.814666666667,390.814666666667
Fire Prevention,,,0,0
Fire Prevention,,,0,0
0099.001.0001,22150,10,2215,2215
0099.001.0002,12525,15,835,835
0099.001.0003,58760,8,7345,7345
0099.001.0004,5920,16,370,370
0099.001.0005,7030,19,370,370
0099.001.0006,1110,3,370,370
Total - Fire Prevention,107495,71,1514.01408450704,1514.01408450704
Fuel,,,0,0
Fuel,,,0,0
1014.001.0001,0,0,0,0
1014.001.0002,1183218.56,7641.9,154.833033669637,154.833033669637
1014.001.0003,0,0,0,0
Total - Fuel,1183218.56,7641.9,154.833033669637,154.833033669637
Fuse,,,0,0
Fuse,,,0,0
2008.007.0001,11326.25,30,377.541666666667,377.541666666667
DO,,,0,0
DO,,,0,0
2008.001.0001,17710.6,1,17710.6,17710.6
2008.001.0002,3480.75,19,183.197368421053,183.197368421053
2008.001.0003,0,0,0,0
2008.001.0004,366.35,15,24.4233333333333,24.4233333333333
2008.001.0013,4885.8,8,610.725,610.725
2008.001.0014,,,0,0
Total - DO,26443.5,43,614.96511627907,614.96511627907
Glass,,,0,0
Glass,,,0,0
2008.002.0001,220.15,18,12.2305555555556,12.2305555555556
2008.002.0002,271.15,74,3.66418918918919,3.66418918918919
2008.002.0003,333.2,91,3.66153846153846,3.66153846153846
2008.002.0004,334.05,91,3.67087912087912,3.67087912087912
2008.002.0005,366.35,100,3.6635,3.6635
2008.002.0006,1088.94,218,4.9951376146789,4.9951376146789
2008.002.0007,,,0,0
2008.002.0008,336.82,69,4.88144927536232,4.88144927536232
2008.002.0009,,,0,0
Total - Glass,2950.66,661,4.46393343419062,4.46393343419062
HRC,,,0,0
HRC,,,0,0
2008.003.0001,0,0,0,0
2008.003.0002,,,0,0
2008.003.0003,,,0,0
2008.003.0004,11628,17,684,684
2008.003.0005,24734.15,27,916.07962962963,916.07962962963
2008.003.0006,4803.35,3,1601.11666666667,1601.11666666667
2008.003.0007,8794.1,3,2931.36666666667,2931.36666666667
2008.003.0008,,,0,0
2008.003.0009,6420.9,7,917.271428571429,917.271428571429
2008.003.0012,396.95,1,396.95,396.95
2008.003.0013,5815.14,12,484.595,484.595
2008.003.0014,11637.35,24,484.889583333333,484.889583333333
2008.003.0015,3206.51,7,458.072857142857,458.072857142857
2008.003.0016,4617.2,7,659.6,659.6
2008.003.0017,15047.55,22,683.979545454546,683.979545454546
Total - HRC,97101.2,130,746.932307692308,746.932307692308
Total - Fuse,137821.61,864,159.515752314815,159.515752314815
Gases,,,0,0
Gases,,,0,0
1014.002.0001,2260,2,1130,1130
1014.002.0002,5500,1,5500,5500
1014.002.0005,6500,1,6500,6500
Total - Gases,14260,4,3565,3565
Generator,,,0,0
Generator,,,0,0
0022.001.0001,39091.5,90,434.35,434.35
0022.001.0002,3240,2,1620,1620
0022.001.0003,567905.39,17,33406.1994117647,33406.1994117647
0022.001.0004,147203.02,10,14720.302,14720.302
0022.001.0005,4917.25,5,983.45,983.45
0022.001.0006,625,1,625,625
0022.001.0007,635,1,635,635
0022.001.0008,720,1,720,720
0022.001.0009,450,1,450,450
0022.001.0010,450,1,450,450
0022.001.0011,570,1,570,570
0022.001.0012,575,1,575,575
0022.001.0013,450,1,450,450
0022.001.0014,,,0,0
0022.001.0015,0,0,0,0
0022.001.0016,0,0,0,0
0022.001.0017,147564.25,1,147564.25,147564.25
0022.001.0018,6300,1,6300,6300
0022.001.0019,237000,4,59250,59250
0022.001.0020,1277.55,1,1277.55,1277.55
0022.001.0021,1787.55,1,1787.55,1787.55
0022.001.0022,69025.1,7,9860.72857142857,9860.72857142857
0022.001.0023,72680.1,1,72680.1,72680.1
0022.001.0024,0,0,0,0
0022.001.0025,2814097.26,3,938032.42,938032.42
0022.001.0026,17600,11,1600,1600
0022.001.0027,1531843.87,1,1531843.87,1531843.87
0022.001.0028,,,0,0
0022.001.0029,172855.15,1,172855.15,172855.15
0022.001.0030,58991.27,2,29495.635,29495.635
0022.001.0031,3780,3,1260,1260
0022.001.0032,3250,5,650,650
0022.001.0033,1734,2,867,867
0022.001.0034,2224.45,2,1112.225,1112.225
0022.001.0035,0,0,0,0
0022.001.0036,,,0,0
0022.001.0037,320034.83,2,160017.415,160017.415
0022.001.0038,6317.86,24,263.244166666667,263.244166666667
0022.001.0039,250,1,250,250
0022.001.0040,2500,10,250,250
0022.001.0041,0,0,0,0
0022.001.0042,208550,5.73,36396.1605584642,36396.1605584642
0022.001.0043,4720,1,4720,4720
0022.001.0044,76824.7,4,19206.175,19206.175
0022.001.0045,11375,5,2275,2275
0022.001.0046,0,0,0,0
0022.001.0047,725,1,725,725
0022.001.0048,2175,3,725,725
0022.001.0049,,,0,0
0022.001.0050,1240,2,620,620
0022.001.0051,35581,3,11860.3333333333,11860.3333333333
0022.001.0057,0,0,0,0
0022.001.0058,1952.45,1,1952.45,1952.45
