55964,7/16/2013,IW/0000001,14100 SparePart,100000 Opening Balance,Item Open Balances for HPL (NPR),Item Open Balances for HPL (NPR),Himal Power Ltd (NPR),Aug 2013 [Shrawan 2070],KHIM1,,,KIRNE (N),Inv : Miscellaneous : 0134.005.0046,pcs,9,620,NPR
55965,7/16/2013,IW/0000002,14000 RawMaterialSemiManufacture,100000 Opening Balance,Item Open Balances for HPL (NPR),Item Open Balances for HPL (NPR),Himal Power Ltd (NPR),Aug 2013 [Shrawan 2070],KHIM1,,,KIRNE (N),Inv : Miscellaneous : 0134.005.0047,pcs,1,453,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.005.0048,pcs,1,375,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0001,pcs,20,85,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0002,pcs,10,85,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0003,pcs,20,72,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0004,pcs,10,72,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0006,pcs,30,83,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0007,pcs,22,84,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0008,pcs,29,207,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0009,pcs,16,215,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0010,pcs,76,225,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0011,pcs,46,235,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0012,pcs,31,242,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0013,pcs,56,255,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0014,pcs,24,265,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0015,pcs,41,257,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0016,pcs,18,320,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0017,pcs,8,320,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0018,pcs,6,335,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0019,pcs,3,340,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0020,pcs,2,342,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0022,pcs,10,343,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0023,pcs,1,443,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0024,pcs,5,346,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0025,pcs,3,345.5,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0026,pcs,2,341,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0027,pcs,4,345,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0028,pcs,9,347,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0029,pcs,1,343.5,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0031,pcs,12,665,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0032,pcs,6,450,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0033,Set,4,258,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0034,Set,1,4500,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0035,pcs,11,250,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0036,pcs,23,275,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0037,pcs,4,275,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0038,pcs,1,307,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0039,pcs,3,335,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0040,pcs,81,160,NPR
,,,,,,,,,,,,KIRNE (N),Inv : Miscellaneous : 0134.006.0041,pcs,18,165,NPR
