198686,9/19/2023,PO/N-0009484,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Siddhartha Drinking Water Supply,302447743,Due on receipt,,Sunita Gurung,Khimti JVC,Approved,"Water tanker for CHPL office, Bhadra 080",E5504033 (N) Krishna Pradhan,9/29/2023,As per attached,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Pancharam Lotamang 
Siddhartha Drinking Water Supply 
Balkhu ,Syuchatar-2, Kathmandu 
Nepal 
Phone: +977  9851082153/9851023635","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,52426.NPR Siddhartha Drinking Water Supply,1,,68900 OtherOfficeExpense,"12000ltrs Tanker Water for CHPL office. 4 tanker (5330, 5316, 5363, 5348) . Document attached",,,13%,,,,,,0,"$14,000.00 ",,,,No,No,,No,," 14,000.00 "," 14,000.00 ",-0.00," 14,000.00 "
198689,9/19/2023,PO/N-0009485,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Saleways Departmental Store Pvt. Ltd.,301623214,Net 15,,Sunita Gurung,Khimti JVC,Approved,"Cleaning items, Water and Cookies etc Bhadra 080",E5504033 (N) Krishna Pradhan,10/13/2023,As per attached,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Mr. Bhuwan Adhikari 
Saleways Departmental Store Pvt. Ltd 
Pulchowk, Lalitpur,  
Nepal 
Phone: +977 1 5547476 / 9851069187","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,50206.NRP Saleways Departmental Store Pvt. Ltd.,1,,68900 OtherOfficeExpense,"Cleaning items, Cookies, tea/coffee  for the Month of Bhadra 080 for CHPL office. (TI 1006, 1007, 1072, 1096, 1276, 1425, 1660 ). Document attached",,,13%,,,,,,13,"$35,377.87 ",,,,No,No,,No,," 35,377.87 "," 35,377.87 ",-4599.12," 39,976.99 "
198690,9/19/2023,PO/N-0009486,E5504033 (N) Krishna Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KATHMANDU (N),Shree Kandevta Phalphul Tatha Juice Centre,617958767,Due on receipt,,Sunita Gurung,Khimti JVC,Approved,"Fruits for CHPL office, Bhadra 2080",E5504033 (N) Krishna Pradhan,10/13/2023,As per attached,,,,E5504033 (N) Krishna Pradhan,E5504017 (N) Ishwar M Deshar,No,No,1,"Ram Prasad Adhikari 
Shree Kandevta Phalphul Tatha Juice Centre 
Kandevta , Kupandol, Lalitpur  
Nepal 
Phone: +977 9841342924","Himal Power Limited 
Bijaya Niwas, Jhamsikhel, 
Lalitpur, 
Bagmati  
Nepal",Yes,E7010166 (N) Umesh Sharma,,52461.NPR Shree Kandevta Phalphul Tatha Juice Centre,1,,68900 OtherOfficeExpense,Fruits for the Month of Bhadra 2080 CHPL office. Document attached.,,,13%,,,,,,0,"$12,357.00 ",,,,No,No,,No,," 12,357.00 "," 12,357.00 ",-0.00," 12,357.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,1,,70200 RepMaintMeansTransport,Timing belt(Genuine),,,13%,nonInv/Undef : Transport : 70200.[Unit],8500,pce,Piece,1,13,"$8,500.00 ",,,,No,No,,No,," 8,500.00 "," 8,500.00 ",-1105.00," 94,355.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,2,,70200 RepMaintMeansTransport,Tensoner bearing(Genuine),,,13%,nonInv/Undef : Transport : 70200.[Unit],8000,pce,Piece,1,13,"$8,000.00 ",,,,No,No,,No,," 8,000.00 "," 8,000.00 ",-1040.00," 94,355.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,3,,70200 RepMaintMeansTransport,Hydraulic adjuster(Genuine),,,13%,nonInv/Undef : Transport : 70200.[Unit],8500,pce,Piece,1,13,"$8,500.00 ",,,,No,No,,No,," 8,500.00 "," 8,500.00 ",-1105.00," 94,355.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,4,,70200 RepMaintMeansTransport,Break pad(Genuine),,,13%,nonInv/Undef : Transport : 70200.[Unit],8500,pce,Piece,1,13,"$8,500.00 ",,,,No,No,,No,," 8,500.00 "," 8,500.00 ",-1105.00," 94,355.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,5,,70200 RepMaintMeansTransport,Spandel arm bush lower(Genuine),,,0%,nonInv/Undef : Transport : 70200.[Unit],3500,pce,Piece,4,13,"$14,000.00 ",,,,No,No,,No,," 14,000.00 "," 14,000.00 ",-1820.00," 94,355.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,6,,70200 RepMaintMeansTransport,Spandel arm bush upper(Genuine),,,0%,nonInv/Undef : Transport : 70200.[Unit],3000,pce,Piece,4,13,"$12,000.00 ",,,,No,No,,No,," 12,000.00 "," 12,000.00 ",-1560.00," 94,355.00 "
198717,9/21/2023,PO/N-0009487,E5504028 (N) Jitendra Pradhan,Himal Power Ltd (NPR),Nepalese Rupee,KIRNE (N),Swastik Auto Servicing Station,608410261,Net 15,,Jitendra Pradhan,Khimti JVC,Approved,"timing belt,break pad,tensioner bearing etc repacing of hilux 8392",E5504033 (N) Krishna Pradhan,9/26/2023,"Quotation,24-5-2080",,,,E5504028 (N) Jitendra Pradhan,E5504026 (N) Om P Pokharel,No,No,1,"Nirmal Paudel 
Swatik Auto Servicing Station 
Gusingal, Kupondole, Lalitpur 
Nepal 
Phone no: +977 9860084025, 9851310570, 9851098762","Himal Power Limited 
Khimti I Hydropower Plant 
Shahare-4, Kirne Besi, 
Dolakha, Janakpur  
Nepal",Yes,E7010166 (N) Umesh Sharma,V00015 (N) Vehicle (Ba 6 Cha 8392) Toyota Hi-Lux,52429.NPR Swastik Auto Servicing Station,7,,70200 RepMaintMeansTransport,Link rod(Genuine),,,0%,nonInv/Undef : Transport : 70200.[Unit],4500,pce,Piece,2,13,"$9,000.00 ",,,,No,No,,No,," 9,000.00 "," 9,000.00 ",-1170.00," 94,355.00 "
